Year,Rnd,DT,OvPck,FrRnd,RdPck,Tm,Signed,Name,Pos,WAR,G,AB,HR,BA,OPS,G,W,L,ERA,WHIP,SV,Type,Drafted Out of
1990,47,,1199,FrRnd,1,Braves,Y,Shannon Ledwick (minors),RHP,,,,,,,,,,,,,JC,Ranger College (Ranger TX)
1990,47,,1200,FrRnd,2,Tigers,N,Steven Hughart (minors),LHP,,,,,,,,,,,,,JC,Eastern Florida State College (Cocoa FL)
1990,47,,1202,FrRnd,4,White Sox,N,Chad Zerbe (minors),LHP,0.5,114,20,0,0.15,0.3,114,6,1,3.87,1.36,0,HS,Gaither HS (Tampa FL)
1990,47,,1205,FrRnd,7,Dodgers,N,Joe Jacobsen (minors),RHP,,,,,,,,,,,,,HS,Clovis West HS (Fresno CA)
1990,47,,1214,FrRnd,16,Blue Jays,N,John Allan (minors),LHP,,,,,,,,,,,,,JC,Yakima Valley Community College (Yakima WA)
1990,47,,1216,FrRnd,18,Royals,N,Sean Strade (minors),RHP,,,,,,,,,,,,,HS,Grant HS (Portland OR)
1990,47,,1217,FrRnd,19,Athletics,N,Oscar Draper (minors),RHP,,,,,,,,,,,,,HS,Johnson HS (Huntsville AL)
1990,48,,1223,FrRnd,6,Indians,N,Jay Vaught (minors),RHP,,,,,,,,,,,,,HS,Deer Park HS (Deer Park TX)
1990,48,,1228,FrRnd,11,Cardinals,N,Mike Coletti (minors),LHP,,,,,,,,,,,,,JC,Seminole Community College (Sanford FL)
1990,48,,1232,FrRnd,15,Padres,Y,Tim Ploeger (minors),RHP,,,,,,,,,,,,,HS,Western HS (Las Vegas NV)
1990,48,,1233,FrRnd,16,Blue Jays,N,Chris Laiche (minors),LHP,,,,,,,,,,,,,HS,St. Martin's Episcopal HS (Metairie LA)
1990,48,,1236,FrRnd,19,Athletics,N,Rob Pierce (minors),RHP,,,,,,,,,,,,,4Yr,Dixie State College of Utah (St. George UT)
1990,49,,1237,FrRnd,1,Braves,N,Adan Garcia (minors),RHP,,,,,,,,,,,,,HS,Gadsden HS (Anthony NM)
1990,49,,1238,FrRnd,2,Tigers,N,Gregory Steele (minors),RHP,,,,,,,,,,,,,HS,Homer HS (Homer MI)
1990,49,,1240,FrRnd,4,White Sox,Y,Andy Hoey (minors),RHP,,,,,,,,,,,,,4Yr,Central Washington University (Ellensburg WA)
1990,49,,1241,FrRnd,5,Mariners,N,George Glinatsis (minors),RHP,-0.3,2,0,0,,,2,0,1,13.5,2.81,0,4Yr,University of Cincinnati (Cincinnati OH)
1990,49,,1242,FrRnd,6,Indians,N,Joseph Chastain (minors),LHP,,,,,,,,,,,,,JC,Florida College (Jacksonville FL)
1990,49,,1244,FrRnd,8,Yankees,N,Tim Kester (minors),RHP,,,,,,,,,,,,,HS,Coral Springs HS (Coral Springs FL)
1990,49,,1249,FrRnd,13,Rangers,Y,Devin Kunz (minors),LHP,,,,,,,,,,,,,4Yr,Brigham Young University (Provo UT)
1990,49,,1250,FrRnd,14,Mets,N,Claude Allen (minors),RHP,,,,,,,,,,,,,HS,Hogan HS (Vallejo CA)
1990,49,,1251,FrRnd,15,Padres,N,Alan Benes (minors),RHP,1.4,115,139,0,0.158,0.377,115,29,28,4.59,1.44,1,HS,Lake Forest HS (Lake Forest IL)
1990,49,,1252,FrRnd,16,Blue Jays,N,Ryan Henderson (minors),RHP,,,,,,,,,,,,,JC,Citrus College (Glendora CA)
1990,49,,1254,FrRnd,18,Royals,N,Craig Tucker (minors),RHP,,,,,,,,,,,,,HS,Klamath Union HS (Klamath Falls OR)
1990,50,,1256,FrRnd,1,Braves,N,Joe Hiller (minors),RHP,,,,,,,,,,,,,HS,Steubenville HS (Steubenville OH)
1990,50,,1257,FrRnd,2,Tigers,N,Karry Riley (minors),RHP,,,,,,,,,,,,,HS,Suwannee HS (Live Oak FL)
1990,50,,1262,FrRnd,7,Dodgers,N,Ismael Castaneda (minors),LHP,,,,,,,,,,,,,HS,Hanford HS (Hanford CA)
1990,50,,1268,FrRnd,13,Rangers,Y,Steve Surico (minors),LHP,,,,,,,,,,,,,4Yr,Loyola Marymount University (Los Angeles CA)
1990,50,,1269,FrRnd,14,Mets,N,Rick Helling (minors),RHP,20.6,301,104,0,0.058,0.2,301,93,81,4.68,1.38,0,JC,Kishwaukee College (Malta IL)
1990,50,,1271,FrRnd,16,Blue Jays,N,Dave Pearlman (minors),RHP,,,,,,,,,,,,,JC,Fullerton College (Fullerton CA)
1990,50,,1273,FrRnd,18,Royals,N,Richard Parker (minors),RHP,,,,,,,,,,,,,4Yr,University of Nebraska at Lincoln (Lincoln NE)
1990,51,,1279,FrRnd,6,Indians,Y,Carlos Crawford (minors),RHP,-0.4,1,1,0,0,0,1,0,1,4.91,2.45,0,JC,Montreat College (Montreat NC)
1990,51,,1283,FrRnd,10,Twins,N,Larry Lucchetti (minors),RHP,,,,,,,,,,,,,JC,San Joaquin Delta College (Stockton CA)
1990,51,,1284,FrRnd,11,Cardinals,Y,Matt Tomso (minors),RHP,,,,,,,,,,,,,HS,Mount Olive HS (Mount Olive IL)
1990,51,,1286,FrRnd,13,Rangers,Y,Tony Bouton (minors),RHP,,,,,,,,,,,,,4Yr,University of South Carolina (Columbia SC)
1990,51,,1288,FrRnd,15,Padres,Y,Rob Hays (minors),RHP,,,,,,,,,,,,,4Yr,California State University Chico (Chico CA)
1990,52,,1293,FrRnd,2,Tigers,N,Willie Adams (minors),RHP,0.9,25,0,0,,,25,6,9,5.81,1.51,0,HS,La Serna HS (Riverside CA)
1990,52,,1295,FrRnd,4,White Sox,N,Steve Davis (minors),RHP,,,,,,,,,,,,,JC,Angelina College (Lufkin TX)
1990,52,,1297,FrRnd,6,Indians,N,Chad Brown (minors),LHP,,,,,,,,,,,,,HS,North Gaston HS (Gastonia NC)
1990,52,,1301,FrRnd,10,Twins,N,Kevin Rawitzer (minors),LHP,,,,,,,,,,,,,JC,Diablo Valley College (Pleasant Hill CA)
1990,52,,1309,FrRnd,18,Royals,N,Brian Parks (minors),RHP,,,,,,,,,,,,,JC,Skagit Valley College (Mount Vernon WA)
1990,53,,1312,FrRnd,3,Phillies,N,Scott Eggleston (minors),RHP,,,,,,,,,,,,,JC,Maple Woods Community College (Kansas City MO)
1990,53,,1313,FrRnd,4,White Sox,N,Chris Hitt (minors),LHP,,,,,,,,,,,,,HS,Jersey Village HS (Houston TX)
1990,53,,1314,FrRnd,5,Mariners,N,Brian Klomp (minors),RHP,,,,,,,,,,,,,HS,McLane HS (Fresno CA)
1990,53,,1316,FrRnd,7,Dodgers,N,Robert Calton (minors),LHP,,,,,,,,,,,,,HS,Lehi HS (Lehi UT)
1990,53,,1317,FrRnd,8,Yankees,N,Scott Patrick (minors),RHP,,,,,,,,,,,,,JC,Indian River Community College (Fort Pierce FL)
1990,53,,1320,FrRnd,11,Cardinals,N,Bart Evans (minors),RHP,0.2,8,0,0,,,8,0,0,2,0.78,0,JC,Three Rivers Community College (Poplar Bluff MO)
1990,53,,1322,FrRnd,13,Rangers,N,Joey Dawley (minors),RHP,-0.4,8,1,0,0,0,8,0,0,10.91,2.04,0,HS,Canyon Springs HS (Moreno Valley CA)
1990,53,,1323,FrRnd,14,Padres,N,Al Levine (minors),RHP,6.1,416,2,0,0,0,416,24,33,3.96,1.45,10,4Yr,Southern Illinois University Carbondale (Carbondale IL)
1990,53,,1324,FrRnd,15,Blue Jays,N,David Burke (minors),RHP,,,,,,,,,,,,,HS,Clay HS (Green Cove Springs FL)
1990,54,,1327,FrRnd,1,Braves,N,Kelly Wunsch (minors),LHP,3.2,258,1,0,0,0,257,11,6,3.76,1.32,1,HS,Bellaire HS (Bellaire TX)
1990,54,,1328,FrRnd,2,Tigers,N,Doug Newstrom (minors),RHP,,,,,,,,,,,,,HS,Woodson HS (Annandale VA)
1990,54,,1333,FrRnd,7,Dodgers,Y,Todd Williams (minors),RHP,1.2,227,4,0,0.25,0.5,227,12,14,4.33,1.49,2,JC,Onondaga Community College (Syracuse NY)
1990,54,,1334,FrRnd,8,Yankees,N,Jeff Ciendrich (minors),RHP,,,,,,,,,,,,,JC,Florida SouthWestern State College (Fort Myers FL)
1990,54,,1340,FrRnd,14,Blue Jays,N,Jeffery Gatland (minors),RHP,,,,,,,,,,,,,HS,Northport HS (Northport NY)
1990,55,,1346,FrRnd,4,White Sox,N,Mike Badorek (minors),RHP,,,,,,,,,,,,,4Yr,Olivet Nazarene University (Bourbonnais IL)
1990,55,,1348,FrRnd,6,Indians,N,Brian Coleman (minors),RHP,,,,,,,,,,,,,HS,Bainbridge Island HS (Bainbridge Island WA)
1990,55,,1351,FrRnd,9,Expos,N,Gregg Press (minors),RHP,,,,,,,,,,,,,JC,Cabrillo College (Aptos CA)
1990,55,,1354,FrRnd,12,Rangers,N,Richard Juarez (minors),LHP,,,,,,,,,,,,,JC,Fresno City College (Fresno CA)
1990,55,,1355,FrRnd,13,Blue Jays,N,Rob Ippolito (minors),RHP,,,,,,,,,,,,,HS,Helix HS (Lemon Grove CA)
1990,55,,1356,FrRnd,14,Royals,Y,John Jacobs (minors),RHP,,,,,,,,,,,,,HS,Chino HS (Chino CA)
1990,56,,1361,FrRnd,5,Mariners,N,Eddie Miller (minors),RHP,,,,,,,,,,,,,JC,Compton Community College (Compton CA)
1990,56,,1363,FrRnd,7,Dodgers,N,Joe Wagner (minors),RHP,,,,,,,,,,,,,HS,Adams Friendship HS (Friendship WI)
1990,56,,1365,FrRnd,9,Expos,N,Stephen Mitchell (minors),RHP,,,,,,,,,,,,,HS,Saratoga HS (Saratoga CA)
1990,57,,1370,FrRnd,1,Braves,N,Gary Herrmann (minors),LHP,,,,,,,,,,,,,JC,Blinn College (Brenham TX)
1990,57,,1378,FrRnd,9,Cardinals,N,Travis Hunter (minors),RHP,,,,,,,,,,,,,JC,College of Southern Idaho (Twin Falls ID)
1990,57,,1379,FrRnd,10,Astros,N,Carey Landstrom (minors),RHP,,,,,,,,,,,,,JC,Los Angeles Harbor College (Wilmington CA)
1990,58,,1390,FrRnd,9,Rangers,N,Mark Lummus (minors),LHP,,,,,,,,,,,,,HS,Cleburne HS (Cleburne TX)
1990,59,,1395,FrRnd,5,Yankees,N,Tracy Latimer (minors),RHP,,,,,,,,,,,,,HS,Westwood HS (Fort Pierce FL)
1990,59,,1396,FrRnd,6,Expos,N,Christopher Lowen (minors),RHP,,,,,,,,,,,,,HS,Moreno Valley HS (Moreno Valley CA)
1990,60,,1403,FrRnd,4,Yankees,Y,Scott Kendall (minors),LHP,,,,,,,,,,,,,HS,Central HS (Port Pierce FL)
1990,60,,1404,FrRnd,5,Expos,N,Paul Carpentier (minors),RHP,,,,,,,,,,,,,JC,Chaffey College (Rancho Cucamonga CA)
1990,60,,1406,FrRnd,7,Astros,N,Bernard Bellard (minors),RHP,,,,,,,,,,,,,HS,Acadiana HS (Lafayette LA)
1990,61,,1409,FrRnd,2,Mariners,N,Ron Stanford (minors),RHP,,,,,,,,,,,,,HS,Crisp County HS (Cordele GA)
1990,61,,1411,FrRnd,4,Yankees,N,Joe Smith (minors),RHP,,,,,,,,,,,,,HS,Cardinal-Newman HS (West Palm Beach FL)
1990,62,,1415,FrRnd,2,Mariners,N,Hector Hernandez (minors),RHP,,,,,,,,,,,,,HS,Colegio Bautista (Carolina PR)
1990,62,,1417,FrRnd,4,Yankees,N,Anthony Crueger (minors),LHP,,,,,,,,,,,,,JC,Texarkana College (Texarkana TX)
1990,63,,1421,FrRnd,2,Mariners,N,Thomas Borio (minors),RHP,,,,,,,,,,,,,HS,Plainville HS (Plainville CT)
1990,63,,1424,FrRnd,5,Expos,N,Benji Grigsby (minors),RHP,,,,,,,,,,,,,JC,Lassen College (Susanville CA)
1990,63,,1425,FrRnd,6,Astros,N,Kevin Ehl (minors),RHP,,,,,,,,,,,,,JC,Cypress College (Cypress CA)
1990,64,,1426,FrRnd,1,Braves,N,Doug Valdez (minors),LHP,,,,,,,,,,,,,HS,Eldorado HS (Albuquerque NM)
1990,64,,1428,FrRnd,3,Yankees,N,Derek January (minors),LHP,,,,,,,,,,,,,JC,Miami-Dade College (Miami FL)
1990,65,,1431,FrRnd,2,Mariners,N,Matt Pontbriant (minors),LHP,,,,,,,,,,,,,HS,St. Bernard School (Montville CT)
1990,65,,1432,FrRnd,3,Yankees,N,Joe Long (minors),RHP,,,,,,,,,,,,,JC,Citrus College (Glendora CA)
1990,66,,1435,FrRnd,2,Mariners,N,Bryan Lundberg (minors),RHP,,,,,,,,,,,,,JC,Glendale Community College (Glendale CA)
1990,67,,1441,FrRnd,4,Astros,N,Jason Rathburn (minors),RHP,,,,,,,,,,,,,HS,Westlake HS (Austin TX)
1990,68,,1444,FrRnd,3,Yankees,N,Eric Methner (minors),RHP,,,,,,,,,,,,,4Yr,Michigan State University (East Lansing MI)
1990,69,,1448,FrRnd,3,Astros,N,Donald Miller (minors),RHP,,,,,,,,,,,,,HS,Sprayberry HS (Marietta GA)
1990,70,,1449,FrRnd,1,Mariners,N,Dan Ricabal (minors),RHP,,,,,,,,,,,,,HS,San Gabriel HS (San Gabriel CA)
1990,70,,1451,FrRnd,3,Astros,N,Michael Lustyk (minors),RHP,,,,,,,,,,,,,HS,Interlake HS (Bellevue WA)
1990,72,,1456,FrRnd,2,Yankees,N,Danny Rios (minors),RHP,-0.6,7,0,0,,,7,0,1,9.31,2.69,0,HS,Monsignor Edward Pace HS (Opa-locka FL)
1990,73,,1459,FrRnd,2,Yankees,N,Ray Gossett (minors),LHP,,,,,,,,,,,,,HS,Glendora HS (Glendora CA)
1990,74,,1462,FrRnd,2,Yankees,N,Eric Taylor (minors),LHP,,,,,,,,,,,,,HS,Mingo HS (Mingo Junction OH)
1990,75,,1464,FrRnd,1,Mariners,Y,Timothy Roberts (minors),LHP,,,,,,,,,,,,,4Yr,Duke University (Durham NC)
1990,75,,1465,FrRnd,2,Astros,N,Jeff Brown (minors),RHP,,,,,,,,,,,,,JC,Schenectady County Community College (Schenectady NY)
1990,76,,1466,FrRnd,1,Astros,N,Travis Driskill (minors),RHP,-0.4,57,5,0,0,0.167,57,11,14,5.23,1.52,1,HS,L. C. Anderson HS (Austin TX)
1990,81,,1471,FrRnd,1,Astros,N,Eric Mooney (minors),LHP,,,,,,,,,,,,,HS,St. Anthony HS (Long Beach CA)
1990,82,,1472,FrRnd,1,Astros,N,Jose Matos (minors),RHP,,,,,,,,,,,,,,
1990,83,,1473,FrRnd,1,Astros,N,Danny Young (minors),LHP,-0.4,4,0,0,,,4,0,1,21,3.67,0,HS,Cannon County HS (Woodbury TN)
1990,88,,1478,FrRnd,1,Astros,N,Greg Guell (minors),LHP,,,,,,,,,,,,,JC,Miami-Dade College (Miami FL)
1990,90,,1480,FrRnd,1,Astros,N,Sean Garrison (minors),LHP,,,,,,,,,,,,,HS,Berlin HS (Kensington CT)
1990,91,,1481,FrRnd,1,Astros,N,Geoff Grenert (minors),RHP,,,,,,,,,,,,,JC,Mesa Community College (Mesa AZ)
1990,92,,1482,FrRnd,1,Astros,N,Brian Whyburn (minors),RHP,,,,,,,,,,,,,HS,Ukiah HS (Ukiah CA)
1990,93,,1483,FrRnd,1,Astros,N,Scott Mowl (minors),RHP,,,,,,,,,,,,,JC,Cerritos College (Norwalk CA)
1990,95,,1485,FrRnd,1,Astros,N,Chad Phillips (minors),RHP,,,,,,,,,,,,,JC,Orange Coast College (Costa Mesa CA)
1990,96,,1486,FrRnd,1,Astros,N,Michael Houck (minors),RHP,,,,,,,,,,,,,JC,El Camino College (Torrance CA)
